Session,EventRene,Ave_Surprised,Ave_Angry,Ave_Disgusted,Ave_Happy,Ave_Sad,Ave_Scared
Peuter_C,HF,0.0,0.34217946661912496,0.013243941478347992,0.001024450752783223,0.002268435652539057,1.9218266282129225e-06
Pieter_C,All,2.6261271916419534e-05,0.08893579339106686,0.011880630218621057,0.00019748429928860946,0.004331310183642364,5.292621690085747e-05
Pieter_C,BS,1.7128808962203417e-05,0.09133610955332852,0.015312149148791702,3.238459275252767e-05,0.007505194627902314,5.35956776069523e-05
Pieter_C,CG,4.880822820372291e-05,0.027640763296827808,0.006975351359170066,3.779022038781444e-05,0.004079460153575373,1.4500980131705088e-05
Pieter_C,FT,2.3790733579655606e-05,0.05876248655931384,0.0019660524895388156,9.36993727818099e-05,0.012719552716114801,0.00015121075825817615
Pieter_C,HF,1.9415236950503807e-05,0.16194855081256002,0.046779765396851025,0.00010954745346167915,0.0025404335601043816,3.747346194738809e-05
Tijn_C,All,0.007623045126984645,0.00043634699470980254,0.0013266807046643683,1.340141393205152e-07,0.018555050493757334,1.6907753234780385e-09
Tijn_C,BS,0.03850314801921151,1.4999070723874014e-05,0.0003509304127133998,0.00022698215783848705,0.007599759429141993,0.00017600977742008537
Tijn_C,CG,0.00022475146801862145,0.00017533724002828814,0.001674442734967876,0.0015604587334877708,0.017759304844300338,1.9606942259000085e-05
Tijn_C,FT,0.0063540980799655635,0.0005930909203295337,0.0016670892966815546,0.0,0.023371865191475365,0.0008960332339281883
Tijn_C,HF,0.07335210309805192,0.0004112838555346999,0.0014755627521439772,0.015661720447772743,0.09295820720511508,0.002694463718573305
Valentijn_C,All,0.017844787983308616,0.004893768475169856,0.00018797478566571176,0.0,0.30355459449879224,0.0015907629349399112
Valentijn_C,BS,0.0001461174908151069,0.006458043255267632,0.00048439593607746027,0.0,0.4068077173012587,0.00016617973156604523
Valentijn_C,CG,3.473375181174477e-05,0.008424358477221446,0.0008857843036840824,0.0,0.5082261662224722,4.77458235545736e-05
Valentijn_C,FT,0.00016489408971583698,0.005505253279285511,0.0003346285702008623,1.9048357515751787e-07,0.5227309350860938,1.283777378639503e-05
Valentijn_C,HF,9.947750449867003e-06,0.005006270647232235,0.00031146110082774006,0.0,0.324091704350776,0.0005342342946826001
